Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","나머지 칩 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]","총 전력 소비 [W]",
12.11.2025,12:57:57.608,17.672,29.317,19.867,3.268,250.0,250.0,30.942,9.357,4.203,26.832,19.241,11.935,7.306,11.787,4.233,0.436,3.797,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:58.605,25.829,28.797,19.395,3.226,250.0,250.0,30.609,9.157,4.179,26.082,18.771,11.634,7.137,11.499,4.235,0.438,3.797,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:59.606,17.672,28.614,19.125,3.257,250.0,250.0,30.367,9.293,4.216,25.932,18.696,11.596,7.100,11.461,5.068,0.558,4.510,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:58:0.601,20.391,28.815,19.388,3.237,250.0,250.0,30.269,9.158,4.252,25.381,18.377,11.392,6.985,11.257,5.071,0.558,4.513,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:58:1.615,25.829,29.113,19.663,3.254,250.0,250.0,30.195,9.279,4.252,25.850,18.674,11.578,7.096,11.430,5.055,0.557,4.498,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:58:2.610,16.313,33.244,23.749,3.283,250.0,250.0,30.174,8.929,4.228,24.530,17.830,11.064,6.766,10.929,5.075,0.558,4.517,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:58:3.609,19.032,29.218,19.825,3.230,250.0,250.0,29.894,9.092,4.191,25.174,18.205,11.294,6.911,11.159,5.094,0.583,4.511,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:58:4.604,21.750,31.516,22.022,3.265,250.0,250.0,29.719,9.219,4.203,25.716,18.548,11.502,7.046,11.367,5.004,0.558,4.446,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:58:5.604,23.110,28.318,18.840,3.260,250.0,250.0,29.916,9.178,4.166,26.177,18.823,11.677,7.146,11.530,4.234,0.437,3.797,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:58:6.600,31.266,28.031,18.605,3.257,250.0,250.0,29.565,8.967,4.191,24.705,17.923,11.110,6.813,10.974,5.076,0.557,4.519,3.804,0.000,0.000,0.000,42.0,0.000,
